        1	2015-01-30 00:56:56	1	0	1	0
        7	2015-01-30 09:28:54	1	0	1	0
        8	2015-01-30 09:32:54	1	0	1	0
        9	2015-01-30 09:33:33	1	0	1	0
        6	2015-01-30 09:38:23	1	0	1	0
        4	2015-01-30 09:38:32	1	0	1	0
        2	2015-01-30 09:41:05	1	0	1	0
        3	2015-01-30 09:41:17	1	0	1	0
       10	2015-01-30 10:00:56	1	0	1	0
        2	2015-01-30 10:59:40	1	0	1	0
        4	2015-01-30 12:11:47	1	0	1	0
        6	2015-01-30 12:12:48	1	5	1	0
        2	2015-01-30 12:45:21	1	0	1	0
       10	2015-01-30 12:58:52	1	5	1	0
        3	2015-01-30 13:08:57	1	5	1	0
        9	2015-01-30 13:27:27	1	0	1	0
        8	2015-01-30 13:34:24	1	5	1	0
       10	2015-01-30 13:49:39	1	4	1	0
        6	2015-01-30 13:57:28	1	4	1	0
        4	2015-01-30 14:05:03	1	4	1	0
        7	2015-01-30 14:29:15	1	5	1	0
        3	2015-01-30 15:01:28	1	4	1	0
        8	2015-01-30 15:15:17	1	4	1	0
        9	2015-01-30 15:22:11	1	4	1	0
        7	2015-01-30 16:20:35	1	0	1	0
        6	2015-01-30 16:36:45	1	0	1	0
        7	2015-01-30 18:05:41	1	4	1	0
       10	2015-01-30 19:15:11	1	0	1	0
        8	2015-01-30 19:25:47	1	1	1	0
        9	2015-01-30 19:26:15	1	0	1	0
        6	2015-01-30 19:29:00	1	1	1	0
        5	2015-01-30 19:31:30	1	0	1	0
        5	2015-01-30 19:31:37	1	0	1	0
        9	2015-01-31 09:18:52	1	0	1	0
        6	2015-01-31 09:19:31	1	0	1	0
        5	2015-01-31 09:37:19	1	0	1	0
       10	2015-01-31 10:21:20	1	0	1	0
        9	2015-01-31 13:00:47	1	5	1	0
        9	2015-01-31 14:28:38	1	4	1	0
        6	2015-01-31 14:52:44	1	5	1	0
        6	2015-01-31 16:19:00	1	4	1	0
        9	2015-01-31 19:53:42	1	1	1	0
       10	2015-01-31 19:53:50	1	1	1	0
        6	2015-01-31 20:14:12	1	1	1	0
        6	2015-01-31 20:14:22	1	1	1	0
        6	2015-01-31 20:14:24	1	1	1	0
        7	2015-02-02 08:56:11	1	0	1	0
        8	2015-02-02 08:56:24	1	0	1	0
        6	2015-02-02 08:56:34	1	0	1	0
        9	2015-02-02 08:57:15	1	0	1	0
        1	2015-02-02 08:58:12	1	0	1	0
        2	2015-02-02 09:03:01	1	0	1	0
        3	2015-02-02 09:03:12	1	0	1	0
       11	2015-02-02 09:04:58	1	0	1	0
        5	2015-02-02 09:11:40	1	0	1	0
       10	2015-02-02 09:23:36	1	0	1	0
       11	2015-02-02 11:04:34	1	5	1	0
       10	2015-02-02 12:41:45	1	0	1	0
       11	2015-02-02 12:48:50	1	4	1	0
        2	2015-02-02 12:49:25	1	5	1	0
        3	2015-02-02 13:11:22	1	5	1	0
        9	2015-02-02 13:19:41	1	5	1	0
       10	2015-02-02 13:27:31	1	3	1	0
        6	2015-02-02 13:42:30	1	5	1	0
        7	2015-02-02 14:05:55	1	5	1	0
        2	2015-02-02 14:46:25	1	0	1	0
        3	2015-02-02 15:01:07	1	0	1	0
        9	2015-02-02 15:12:00	1	4	1	0
        6	2015-02-02 15:41:15	1	4	1	0
        7	2015-02-02 15:54:24	1	4	1	0
        2	2015-02-02 19:02:00	1	1	1	0
        3	2015-02-02 19:06:58	1	1	1	0
        5	2015-02-02 19:17:23	1	4	1	0
        5	2015-02-02 19:17:43	1	1	1	0
        9	2015-02-02 19:19:19	1	1	1	0
       11	2015-02-02 19:22:31	1	1	1	0
        6	2015-02-02 19:25:21	1	1	1	0
       10	2015-02-02 19:25:52	1	1	1	0
        6	2015-02-03 08:53:25	1	0	1	0
        2	2015-02-03 08:54:07	1	0	1	0
        7	2015-02-03 08:56:44	1	0	1	0
        9	2015-02-03 08:58:47	1	0	1	0
        3	2015-02-03 08:59:05	1	0	1	0
        8	2015-02-03 08:59:12	1	0	1	0
        5	2015-02-03 09:01:00	1	0	1	0
